tier,toDelegate,ens_name,proposal_link,proposal_type,proposal_id,proposal_description,rn
Tier 4,0x22e2f326fe5a1d07e1214eb1c08346fd816e8375,nanobro.eth,"<a href=""https://vote.optimism.io/proposals/64861580915106728278960188313654044018229192803489945934331754023009986585740"" target=""_blank"">To Read More</a>",Single-Choice Proposal,64861580915106728278960188313654044018229192803489945934331754023009986585740,"# Upgrade Proposal #3: Delta Network Upgrade 
This upgrade (“Delta”) contains a single consensus-layer feature, Span Batches.

The code for the Delta upgrade is ready in the following Optimism monorepo hash: 54a7dbf8aa9b982f9c6a54cbbe448be41c0b7bc7 

Test in Prod proposes 00:00:00 Feb 22, 2024, UTC for the Delta hard fork time—1707922800 in Unix Timestamp. 

This proposal is eligible for Voting Cycle #17: 
<https://gov.optimism.io/t/ready-to-vote-upgrade-proposal-3-delta-network-upgrade/7310>",1
Tier 4,0x5559afa5e3d3d5fe38ac6a01f443591ff7d9a6e6,<nil>,"<a href=""https://vote.optimism.io/proposals/103606400798595803012644966342403441743733355496979747669804254618774477345292"" target=""_blank"">To Read More</a>",<nil>,103606400798595803012644966342403441743733355496979747669804254618774477345292,Test Vote 3: All Together Now -- Come try out the new vote.optimism.io!,1
Tier 3,0x3fb19771947072629c8eee7995a2ef23b72d4c8a,pgov.eth,"<a href=""https://vote.optimism.io/proposals/110376471005925230990107796624328147348746431603727026291575353089698990280147"" target=""_blank"">To Read More</a>",Single-Choice Proposal,110376471005925230990107796624328147348746431603727026291575353089698990280147,"# Protocol Upgrade #4
This upgrade, proposed by OP Labs, introduces a new L1 contract, the SuperchainConfig, along with improvements to the existing pause mechanism.The proposed upgrade takes the current incident response mechanism a step further, introducing a Superchain-wide pause mechanism that can enhance protection across multiple fronts, including the L1CrossDomainMessenger and withdrawals for ERC-20 and ERC-721 tokens, which are additional security critical code paths that protect user assets.

If this vote passes, the L1 contracts which support the OP Mainnet network will be upgraded to the versions of those contracts in the optimism repo at commit 856c08b (tagged as release candidate op-contracts/v1.2.0-rc.1).


This proposal is eligible for Voting Cycle #18: 
<https://gov.optimism.io/t/upgrade-Request-4/7534>",1
Tier 4,0x7fc80fad32ec41fd5cfcc14eee9c31953b6b4a8b,brichis.eth,"<a href=""https://vote.optimism.io/proposals/80982553847843251343725022866904947381762263529096361834044805234222094077710"" target=""_blank"">To Read More</a>",Single-Choice Proposal,80982553847843251343725022866904947381762263529096361834044805234222094077710,"# Inflation Adjustment Proposal
Inflation of the OP token is set to 2% per year by default. This inflation parameter can be adjusted by governance. This proposal would reduce inflation in Year 2 to 0%.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b: [https://gov.optimism.io/t/draft-inflation-adjustment-proposal-to-0/5936](https://gov.optimism.io/t/draft-inflation-adjustment-proposal-to-0/5936).",1
Tier 4,0x17296956b4e07ff8931e4ff4ea06709fab70b879,curia-delegates.eth,"<a href=""https://vote.optimism.io/proposals/16633367863894036056841722161407059007904922838583677995599242776177398115322"" target=""_blank"">To Read More</a>",Multi-Choice Proposal,16633367863894036056841722161407059007904922838583677995599242776177398115322,"# Intent #4, 3M OP
In Season 4, the Token House will approval rank Mission Proposals that work towards our [Collective Intents](https://gov.optimism.io/t/collective-intents/5874). Missions are meant to be specific initiatives that can be completed start-to-finish by the end of Season 4. They are not meant to fund persistent teams to provide ongoing services. Below are the Mission proposals under Intent #4: Governance Accessibility.

**NOTE: YOU WILL NOT BE ABLE TO CHANGE YOUR VOTE ONCE CAST**

This vote utilizes approval voting. Mission proposals will be approval ranked based on the number of yes votes. Each Mission proposal must receive a minimum number of yes votes, equal to 51% of quorum. Any Mission that does not receive > required number of yes votes will not qualify for a budget allocation. The top ranked proposals, above the minimum number of yes votes, will be accepted until the Intent Budget runs out. If a Mission would push the Intent Budget over the approved amount, it will not be included. Any Intent Budgets left over will be returned to the Governance Fund. For examples, see [How to Vote on Missions Guide](https://gov.optimism.io/t/how-to-vote-on-missions-approval-ranking-example/6203). 

 As a voter, you should vote yes on all Missions you think deserve grants, and you should abstain from voting on Missions you do not think deserve grants.
## Missions
- Proposal 4A: [Multi-lingual Lesson on Optimism Governance, by Bankless Academy](https://gov.optimism.io/t/final-multi-lingual-lesson-on-optimism-governance-by-bankless-academy/6134) - 34k OP
- Proposal 4B: [The RetroPGF Podcast](https://gov.optimism.io/t/final-the-retropgf-podcast/6182) - 8k OP
- Proposal 4C: [Delegate Corner Podcast](https://gov.optimism.io/t/final-delegate-corner-podcast-mission-proposal/6058) - 10k OP
- Proposal 4D: [REGEN Score - Attestations for the Citizen’s House](https://gov.optimism.io/t/final-regen-score/6167) - 95k OP
- Proposal 4E: [Improving Governance Accessibility through Praise and Contribution Based Attestations](https://gov.optimism.io/t/final-improving-governance-accessibility-through-praise-and-contribution-based-attestations/6150) - 112k OP
- Proposal 4F: [Pairwise: Tinder UX For Web3 Community Signaling](https://gov.optimism.io/t/final-pairwise-tinder-ux-for-web3-community-signaling/6142) - 95k OP
- Proposal 4G: [Economic Co-design of Gas Fees for the OP Stack](https://gov.optimism.io/t/final-economic-co-design-of-gas-fees-for-the-op-stack/6117) - 125k OP
- Proposal 4H: [DAOStar: Governance standards for the Optimism ecosystem](https://gov.optimism.io/t/final-daostar-governance-standards-for-the-optimism-ecosystem/6181) - 67,500 OP
- Proposal 4I: [Velodrome: Fostering Inclusive Governance through Leading Optimism Builders and Long-term Users](https://gov.optimism.io/t/final-velodrome-fostering-inclusive-governance-through-leading-optimism-builders-and-long-term-users/6186) - 1M OP
- Proposal 4J: [Enable aOP as A Votable Token in Optimism’s Governance](https://gov.optimism.io/t/final-enable-aop-as-a-votable-token-in-optimisms-governance/6199) - 0 OP
- Proposal 4K: [OP Governance Analytics Dashboard](https://gov.optimism.io/t/final-op-governance-analytics-dashboard/6171) - 24,500 OP
- Proposal 4L: [OPdelegate.com](https://gov.optimism.io/t/final-opdelegate-com/6176) - 85k OP
- Proposal 4M: [NumbaNERD Program](https://gov.optimism.io/t/final-numbanerd-program/6086) - 75k OP
- Proposal 4N: [Facilitate and empower community members to actively engage in governance through an educational course](https://gov.optimism.io/t/draft-facilitate-and-empower-community-members-to-actively-engage-in-governance-through-an-educational-course/6154) - 30k OP",1
Tier 4,0x17296956b4e07ff8931e4ff4ea06709fab70b879,curia-delegates.eth,"<a href=""https://vote.optimism.io/proposals/85591583404433237270543189567126336043697987369929953414380041066767718361144"" target=""_blank"">To Read More</a>",Single-Choice Proposal,85591583404433237270543189567126336043697987369929953414380041066767718361144,"# Ratify Security Council Members
If approved, the below members, appointed by the Optimism Foundation, will serve an initial term on the Optimism Security Council:

Cohort A (12 month initial term)
Kris Kaczor (Phoenix Labs)
Layne Haber (Connext)
Jon Charbonneau (DBA)
Alisha.eth (Glowworm Foundation, former ENS)
Mariano Conti (Independent, former MakerDAO)
Martin Tellechea (The Graph Foundation)
Yoseph Ayele (Borderless Africa)
Cohort B (18 month initial term)
OP Labs PBC
Yoav Weiss (Ethereum Foundation)
Test in Prod
Kain Warwick (Synthetix)
Coinbase Technologies, Inc. (Base)
Elena Nadolinkski (Ironfish)
L2Beat
Alejandro Santander (Independent, former Synthetix)

A Council Lead will be appointed by the Foundation at a later date. 

This proposal is eligible for Special Voting Cycle #16c
https://gov.optimism.io/t/security-council-vote-2-initial-member-ratification/7118",1
Tier 4,0x8e68a6d0c77719be744cb05ffeb0aeff68d3856c,<nil>,"<a href=""https://vote.optimism.io/proposals/47864371633107534187617995773541299064963460661119440983190542488743950169122"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47864371633107534187617995773541299064963460661119440983190542488743950169122,"# Grants Council Operating Budget
The Grants Council plays an important role in the Collective and is assumed to persist unless a Council Dissolution Proposal is passed. 

The Token House must vote on a Council Operating Budget, thereby renewing the Council for another Season and electing the proposal author as Council Lead. Delegates are effectively electing the Council Lead that has authored an approved budget. 

The sole proposed Grants Council Operating Budget is proposed by Lund Ventures (Dane Lund) with a proposed operating budget of 440k OP: <https://gov.optimism.io/t/draft-season-5-grants-council-operating-budget/6941>

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/grants-council-operating-budget-template/6891>
",1
Tier 4,0x8e68a6d0c77719be744cb05ffeb0aeff68d3856c,<nil>,"<a href=""https://vote.optimism.io/proposals/25353629475948605098820168047140307200589226219380649297323431722674892706917"" target=""_blank"">To Read More</a>",Single-Choice Proposal,25353629475948605098820168047140307200589226219380649297323431722674892706917,"#  Code of Conduct Violation: Carlos Melgar
All active delegates, badgeholders, Citizens, and grant recipients (""Optimists"") are bound by the [Code of Conduct](https://gov.optimism.io/t/code-of-conduct/5751). Severe code of conduct violations are subject to a three month suspension and are decided via Token House vote.

This Code of Conduct Suspension Proposal is eligible for voting in Voting Cycle #16a: <https://gov.optimism.io/t/code-of-conduct-violation-carlos-melgar/6882/9>
",1
Tier 4,0x4870ef7d08c59b472f124f87b16f623f05911848,<nil>,"<a href=""https://vote.optimism.io/proposals/94365805422398770067924881378455503928423439630602149628781926844759467250082"" target=""_blank"">To Read More</a>",Single-Choice Proposal,94365805422398770067924881378455503928423439630602149628781926844759467250082,# Intent #3 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #3 is: Spread Awareness of the Optimistic Vision. The Foundation has selected this Intent from commnunity suggestions and proposed a budget of 1M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4](https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4),1
Tier 4,0x22e2f326fe5a1d07e1214eb1c08346fd816e8375,nanobro.eth,"<a href=""https://vote.optimism.io/proposals/23645858735980247449510302520189443998369792603230659191221949690963680987113"" target=""_blank"">To Read More</a>",Single-Choice Proposal,23645858735980247449510302520189443998369792603230659191221949690963680987113,"# Chain Delegation Program
The Chain Delegation Program would temporarily delegate a portion of idle OP from the Governance Fund to value-aligned OP Chains. If this proposal is approved by the Token House, a total of 10M OP would be reserved for delegation across as many as 10 OP Chains. Delegations will be made throughout Season 5 and 6, as Chains qualify.

This proposal is eligible for Special Voting Cycle #16b: 
<https://gov.optimism.io/t/chain-delegation-program/6896>
",1
